Date;Material;Plant;Requested_Volume
06.02.2015;B120BP;E580;2800
07.02.2015;B120BP;E580;0
08.02.2015;B120BP;E580;0
09.02.2015;B120BP;E580;2436
10.02.2015;B120BP;E580;2335
11.02.2015;B120BP;E580;2046
12.02.2015;B120BP;E580;1516
13.02.2015;B120BP;E580;3182
14.02.2015;B120BP;E580;0
15.02.2015;B120BP;E580;0
16.02.2015;B120BP;E580;2521
17.02.2015;B120BP;E580;2137
18.02.2015;B120BP;E580;2183
19.02.2015;B120BP;E580;2513
20.02.2015;B120BP;E580;4734
21.02.2015;B120BP;E580;0
22.02.2015;B120BP;E580;0
23.02.2015;B120BP;E580;2310
24.02.2015;B120BP;E580;2550
25.02.2015;B120BP;E580;2265
26.02.2015;B120BP;E580;2415
27.02.2015;B120BP;E580;2193
28.02.2015;B120BP;E580;0
01.03.2015;B120BP;E580;0
02.03.2015;B120BP;E580;2037
03.03.2015;B120BP;E580;1337
04.03.2015;B120BP;E580;3308
05.03.2015;B120BP;E580;2285
06.03.2015;B120BP;E580;2294
07.03.2015;B120BP;E580;0
08.03.2015;B120BP;E580;0
09.03.2015;B120BP;E580;2565
10.03.2015;B120BP;E580;2257
11.03.2015;B120BP;E580;2134
12.03.2015;B120BP;E580;1280
13.03.2015;B120BP;E580;2539
14.03.2015;B120BP;E580;0
15.03.2015;B120BP;E580;0
16.03.2015;B120BP;E580;2521
17.03.2015;B120BP;E580;1847
18.03.2015;B120BP;E580;2982
19.03.2015;B120BP;E580;1946
20.03.2015;B120BP;E580;3597
21.03.2015;B120BP;E580;0
22.03.2015;B120BP;E580;0
23.03.2015;B120BP;E580;3243
24.03.2015;B120BP;E580;2441
25.03.2015;B120BP;E580;2684
26.03.2015;B120BP;E580;3176
27.03.2015;B120BP;E580;3708
28.03.2015;B120BP;E580;0
29.03.2015;B120BP;E580;0
30.03.2015;B120BP;E580;4211
31.03.2015;B120BP;E580;3214
01.04.2015;B120BP;E580;3818
02.04.2015;B120BP;E580;3445
03.04.2015;B120BP;E580;21
04.04.2015;B120BP;E580;0
05.04.2015;B120BP;E580;0
06.04.2015;B120BP;E580;3310
07.04.2015;B120BP;E580;2780
08.04.2015;B120BP;E580;3223
09.04.2015;B120BP;E580;3323
10.04.2015;B120BP;E580;2664
11.04.2015;B120BP;E580;0
12.04.2015;B120BP;E580;0
13.04.2015;B120BP;E580;3530
14.04.2015;B120BP;E580;4192
15.04.2015;B120BP;E580;3474
16.04.2015;B120BP;E580;2752
17.04.2015;B120BP;E580;963
18.04.2015;B120BP;E580;0
19.04.2015;B120BP;E580;0
20.04.2015;B120BP;E580;4208
21.04.2015;B120BP;E580;3235
22.04.2015;B120BP;E580;2532
23.04.2015;B120BP;E580;2031
24.04.2015;B120BP;E580;3283
25.04.2015;B120BP;E580;0
26.04.2015;B120BP;E580;0
27.04.2015;B120BP;E580;2807
28.04.2015;B120BP;E580;1353
29.04.2015;B120BP;E580;2997
30.04.2015;B120BP;E580;2997
01.05.2015;B120BP;E580;3065
02.05.2015;B120BP;E580;0
03.05.2015;B120BP;E580;0
04.05.2015;B120BP;E580;2316
05.05.2015;B120BP;E580;2258
06.05.2015;B120BP;E580;1602
07.05.2015;B120BP;E580;3374
08.05.2015;B120BP;E580;2274
09.05.2015;B120BP;E580;0
10.05.2015;B120BP;E580;0
11.05.2015;B120BP;E580;4032
12.05.2015;B120BP;E580;2589
13.05.2015;B120BP;E580;3558
14.05.2015;B120BP;E580;2775
15.05.2015;B120BP;E580;3194
16.05.2015;B120BP;E580;0
17.05.2015;B120BP;E580;0
18.05.2015;B120BP;E580;3763
19.05.2015;B120BP;E580;3311
20.05.2015;B120BP;E580;2213
21.05.2015;B120BP;E580;3392
22.05.2015;B120BP;E580;3233
23.05.2015;B120BP;E580;0
24.05.2015;B120BP;E580;0
25.05.2015;B120BP;E580;0
26.05.2015;B120BP;E580;3826
27.05.2015;B120BP;E580;2393
28.05.2015;B120BP;E580;3304
29.05.2015;B120BP;E580;4158
30.05.2015;B120BP;E580;0
31.05.2015;B120BP;E580;0
01.06.2015;B120BP;E580;3806
02.06.2015;B120BP;E580;2820
03.06.2015;B120BP;E580;1986
04.06.2015;B120BP;E580;2437
05.06.2015;B120BP;E580;3589
06.06.2015;B120BP;E580;0
07.06.2015;B120BP;E580;0
08.06.2015;B120BP;E580;2325
09.06.2015;B120BP;E580;3239
10.06.2015;B120BP;E580;2046
11.06.2015;B120BP;E580;3930
12.06.2015;B120BP;E580;3737
13.06.2015;B120BP;E580;0
14.06.2015;B120BP;E580;0
15.06.2015;B120BP;E580;2465
16.06.2015;B120BP;E580;3093
17.06.2015;B120BP;E580;3273
18.06.2015;B120BP;E580;3040
19.06.2015;B120BP;E580;2047
20.06.2015;B120BP;E580;0
21.06.2015;B120BP;E580;0
22.06.2015;B120BP;E580;3125
23.06.2015;B120BP;E580;3399
24.06.2015;B120BP;E580;2890
25.06.2015;B120BP;E580;3030
26.06.2015;B120BP;E580;3362
27.06.2015;B120BP;E580;0
28.06.2015;B120BP;E580;0
29.06.2015;B120BP;E580;2835
30.06.2015;B120BP;E580;3558
01.07.2015;B120BP;E580;2357
02.07.2015;B120BP;E580;3899
03.07.2015;B120BP;E580;0
04.07.2015;B120BP;E580;0
05.07.2015;B120BP;E580;0
06.07.2015;B120BP;E580;3833
07.07.2015;B120BP;E580;3664
08.07.2015;B120BP;E580;4154
09.07.2015;B120BP;E580;2781
10.07.2015;B120BP;E580;3685
11.07.2015;B120BP;E580;0
12.07.2015;B120BP;E580;0
13.07.2015;B120BP;E580;3869
14.07.2015;B120BP;E580;3502
15.07.2015;B120BP;E580;2474
16.07.2015;B120BP;E580;2907
17.07.2015;B120BP;E580;1960
18.07.2015;B120BP;E580;0
19.07.2015;B120BP;E580;0
20.07.2015;B120BP;E580;3351
21.07.2015;B120BP;E580;3195
22.07.2015;B120BP;E580;4424
23.07.2015;B120BP;E580;3787
24.07.2015;B120BP;E580;2784
25.07.2015;B120BP;E580;0
26.07.2015;B120BP;E580;0
27.07.2015;B120BP;E580;3375
28.07.2015;B120BP;E580;5133
29.07.2015;B120BP;E580;29
30.07.2015;B120BP;E580;0
31.07.2015;B120BP;E580;0
01.08.2015;B120BP;E580;0
02.08.2015;B120BP;E580;0
03.08.2015;B120BP;E580;2563
04.08.2015;B120BP;E580;3811
05.08.2015;B120BP;E580;3697
06.08.2015;B120BP;E580;3568
07.08.2015;B120BP;E580;3470
08.08.2015;B120BP;E580;0
09.08.2015;B120BP;E580;0
10.08.2015;B120BP;E580;4138
11.08.2015;B120BP;E580;3053
12.08.2015;B120BP;E580;3999
13.08.2015;B120BP;E580;4407
14.08.2015;B120BP;E580;2683
15.08.2015;B120BP;E580;0
16.08.2015;B120BP;E580;0
17.08.2015;B120BP;E580;3328
18.08.2015;B120BP;E580;2585
19.08.2015;B120BP;E580;2804
20.08.2015;B120BP;E580;2723
21.08.2015;B120BP;E580;3531
22.08.2015;B120BP;E580;0
23.08.2015;B120BP;E580;0
24.08.2015;B120BP;E580;3271
25.08.2015;B120BP;E580;2995
26.08.2015;B120BP;E580;3056
27.08.2015;B120BP;E580;3851
28.08.2015;B120BP;E580;3214
29.08.2015;B120BP;E580;0
30.08.2015;B120BP;E580;0
31.08.2015;B120BP;E580;3799
01.09.2015;B120BP;E580;2794
02.09.2015;B120BP;E580;3045
03.09.2015;B120BP;E580;2522
04.09.2015;B120BP;E580;3237
05.09.2015;B120BP;E580;0
06.09.2015;B120BP;E580;0
07.09.2015;B120BP;E580;0
08.09.2015;B120BP;E580;2791
09.09.2015;B120BP;E580;4077
10.09.2015;B120BP;E580;3004
11.09.2015;B120BP;E580;4068
12.09.2015;B120BP;E580;0
13.09.2015;B120BP;E580;0
14.09.2015;B120BP;E580;3753
15.09.2015;B120BP;E580;3397
16.09.2015;B120BP;E580;3441
17.09.2015;B120BP;E580;3003
18.09.2015;B120BP;E580;2987
19.09.2015;B120BP;E580;0
20.09.2015;B120BP;E580;0
21.09.2015;B120BP;E580;3535
22.09.2015;B120BP;E580;4194
23.09.2015;B120BP;E580;3313
24.09.2015;B120BP;E580;3093
25.09.2015;B120BP;E580;3029
26.09.2015;B120BP;E580;0
27.09.2015;B120BP;E580;0
28.09.2015;B120BP;E580;3261
29.09.2015;B120BP;E580;2018
30.09.2015;B120BP;E580;1940
01.10.2015;B120BP;E580;3782
02.10.2015;B120BP;E580;3070
03.10.2015;B120BP;E580;0
04.10.2015;B120BP;E580;0
05.10.2015;B120BP;E580;5050
06.10.2015;B120BP;E580;3496
07.10.2015;B120BP;E580;3219
08.10.2015;B120BP;E580;2812
09.10.2015;B120BP;E580;4405
10.10.2015;B120BP;E580;0
11.10.2015;B120BP;E580;0
12.10.2015;B120BP;E580;5347
13.10.2015;B120BP;E580;4775
14.10.2015;B120BP;E580;3579
15.10.2015;B120BP;E580;4082
16.10.2015;B120BP;E580;2952
17.10.2015;B120BP;E580;0
18.10.2015;B120BP;E580;0
19.10.2015;B120BP;E580;3900
20.10.2015;B120BP;E580;3076
21.10.2015;B120BP;E580;4659
22.10.2015;B120BP;E580;3600
23.10.2015;B120BP;E580;3699
24.10.2015;B120BP;E580;0
25.10.2015;B120BP;E580;0
26.10.2015;B120BP;E580;2741
27.10.2015;B120BP;E580;3629
28.10.2015;B120BP;E580;3368
29.10.2015;B120BP;E580;3268
30.10.2015;B120BP;E580;3792
31.10.2015;B120BP;E580;0
01.11.2015;B120BP;E580;0
02.11.2015;B120BP;E580;4499
03.11.2015;B120BP;E580;3755
04.11.2015;B120BP;E580;3708
05.11.2015;B120BP;E580;3864
06.11.2015;B120BP;E580;3637
07.11.2015;B120BP;E580;0
08.11.2015;B120BP;E580;0
09.11.2015;B120BP;E580;3393
10.11.2015;B120BP;E580;4100
11.11.2015;B120BP;E580;3340
12.11.2015;B120BP;E580;3092
13.11.2015;B120BP;E580;4120
14.11.2015;B120BP;E580;0
15.11.2015;B120BP;E580;0
16.11.2015;B120BP;E580;4011
17.11.2015;B120BP;E580;3793
18.11.2015;B120BP;E580;4712
19.11.2015;B120BP;E580;2975
20.11.2015;B120BP;E580;5283
21.11.2015;B120BP;E580;0
22.11.2015;B120BP;E580;0
23.11.2015;B120BP;E580;3488
24.11.2015;B120BP;E580;2694
25.11.2015;B120BP;E580;3270
26.11.2015;B120BP;E580;0
27.11.2015;B120BP;E580;18
28.11.2015;B120BP;E580;0
29.11.2015;B120BP;E580;0
30.11.2015;B120BP;E580;3223
01.12.2015;B120BP;E580;3823
02.12.2015;B120BP;E580;5713
03.12.2015;B120BP;E580;4985
04.12.2015;B120BP;E580;5154
05.12.2015;B120BP;E580;0
06.12.2015;B120BP;E580;0
07.12.2015;B120BP;E580;2408
08.12.2015;B120BP;E580;3079
09.12.2015;B120BP;E580;3300
10.12.2015;B120BP;E580;3176
11.12.2015;B120BP;E580;3989
12.12.2015;B120BP;E580;0
13.12.2015;B120BP;E580;0
14.12.2015;B120BP;E580;2510
15.12.2015;B120BP;E580;3993
16.12.2015;B120BP;E580;2561
17.12.2015;B120BP;E580;3343
18.12.2015;B120BP;E580;5779
19.12.2015;B120BP;E580;0
20.12.2015;B120BP;E580;0
21.12.2015;B120BP;E580;4218
22.12.2015;B120BP;E580;7504
23.12.2015;B120BP;E580;3845
24.12.2015;B120BP;E580;0
25.12.2015;B120BP;E580;0
26.12.2015;B120BP;E580;0
27.12.2015;B120BP;E580;0
28.12.2015;B120BP;E580;43
29.12.2015;B120BP;E580;39
30.12.2015;B120BP;E580;0
31.12.2015;B120BP;E580;0
01.01.2016;B120BP;E580;0
02.01.2016;B120BP;E580;0
03.01.2016;B120BP;E580;0
04.01.2016;B120BP;E580;3050
05.01.2016;B120BP;E580;3078
06.01.2016;B120BP;E580;2079
07.01.2016;B120BP;E580;1330
08.01.2016;B120BP;E580;4627
09.01.2016;B120BP;E580;0
10.01.2016;B120BP;E580;0
11.01.2016;B120BP;E580;3264
12.01.2016;B120BP;E580;3823
13.01.2016;B120BP;E580;3837
14.01.2016;B120BP;E580;4476
15.01.2016;B120BP;E580;3800
16.01.2016;B120BP;E580;0
17.01.2016;B120BP;E580;0
18.01.2016;B120BP;E580;3610
19.01.2016;B120BP;E580;4514
20.01.2016;B120BP;E580;1468
21.01.2016;B120BP;E580;3805
22.01.2016;B120BP;E580;4261
23.01.2016;B120BP;E580;0
24.01.2016;B120BP;E580;0
25.01.2016;B120BP;E580;2801
26.01.2016;B120BP;E580;2475
27.01.2016;B120BP;E580;4925
28.01.2016;B120BP;E580;291
29.01.2016;B120BP;E580;4909
30.01.2016;B120BP;E580;0
31.01.2016;B120BP;E580;0
01.02.2016;B120BP;E580;4588
02.02.2016;B120BP;E580;3107
03.02.2016;B120BP;E580;2724
04.02.2016;B120BP;E580;3397
05.02.2016;B120BP;E580;2685
06.02.2016;B120BP;E580;0
07.02.2016;B120BP;E580;0
08.02.2016;B120BP;E580;4310
09.02.2016;B120BP;E580;4246
10.02.2016;B120BP;E580;2539
11.02.2016;B120BP;E580;3225
12.02.2016;B120BP;E580;4507
13.02.2016;B120BP;E580;0
14.02.2016;B120BP;E580;0
15.02.2016;B120BP;E580;4254
16.02.2016;B120BP;E580;2689
17.02.2016;B120BP;E580;3068
18.02.2016;B120BP;E580;2483
19.02.2016;B120BP;E580;4827
20.02.2016;B120BP;E580;0
21.02.2016;B120BP;E580;0
22.02.2016;B120BP;E580;3595
23.02.2016;B120BP;E580;3505
24.02.2016;B120BP;E580;4203
25.02.2016;B120BP;E580;3325
26.02.2016;B120BP;E580;3254
27.02.2016;B120BP;E580;0
28.02.2016;B120BP;E580;0
29.02.2016;B120BP;E580;5027
01.03.2016;B120BP;E580;2736
02.03.2016;B120BP;E580;2421
03.03.2016;B120BP;E580;3005
04.03.2016;B120BP;E580;4008
05.03.2016;B120BP;E580;0
06.03.2016;B120BP;E580;0
07.03.2016;B120BP;E580;3067
08.03.2016;B120BP;E580;2830
09.03.2016;B120BP;E580;3542
10.03.2016;B120BP;E580;3653
11.03.2016;B120BP;E580;2639
12.03.2016;B120BP;E580;0
13.03.2016;B120BP;E580;0
14.03.2016;B120BP;E580;3124
15.03.2016;B120BP;E580;2104
16.03.2016;B120BP;E580;4578
17.03.2016;B120BP;E580;3201
18.03.2016;B120BP;E580;647
19.03.2016;B120BP;E580;0
20.03.2016;B120BP;E580;0
21.03.2016;B120BP;E580;3886
22.03.2016;B120BP;E580;2310
23.03.2016;B120BP;E580;4800
24.03.2016;B120BP;E580;3753
25.03.2016;B120BP;E580;36
26.03.2016;B120BP;E580;0
27.03.2016;B120BP;E580;0
28.03.2016;B120BP;E580;2922
29.03.2016;B120BP;E580;4410
30.03.2016;B120BP;E580;4851
31.03.2016;B120BP;E580;4837
01.04.2016;B120BP;E580;455
02.04.2016;B120BP;E580;0
03.04.2016;B120BP;E580;0
04.04.2016;B120BP;E580;5752
05.04.2016;B120BP;E580;5227
06.04.2016;B120BP;E580;5130
07.04.2016;B120BP;E580;3454
08.04.2016;B120BP;E580;3139
09.04.2016;B120BP;E580;0
10.04.2016;B120BP;E580;0
11.04.2016;B120BP;E580;4059
12.04.2016;B120BP;E580;3861
13.04.2016;B120BP;E580;3414
14.04.2016;B120BP;E580;1640
15.04.2016;B120BP;E580;3261
16.04.2016;B120BP;E580;0
17.04.2016;B120BP;E580;0
18.04.2016;B120BP;E580;2883
19.04.2016;B120BP;E580;3244
20.04.2016;B120BP;E580;3143
21.04.2016;B120BP;E580;3100
22.04.2016;B120BP;E580;1194
23.04.2016;B120BP;E580;0
24.04.2016;B120BP;E580;0
25.04.2016;B120BP;E580;1980
26.04.2016;B120BP;E580;2646
27.04.2016;B120BP;E580;4100
28.04.2016;B120BP;E580;3812
29.04.2016;B120BP;E580;3624
30.04.2016;B120BP;E580;0
01.05.2016;B120BP;E580;0
02.05.2016;B120BP;E580;4162
03.05.2016;B120BP;E580;5422
04.05.2016;B120BP;E580;2354
05.05.2016;B120BP;E580;4266
06.05.2016;B120BP;E580;3363
07.05.2016;B120BP;E580;16
08.05.2016;B120BP;E580;0
09.05.2016;B120BP;E580;3998
10.05.2016;B120BP;E580;4198
11.05.2016;B120BP;E580;3101
12.05.2016;B120BP;E580;5056
13.05.2016;B120BP;E580;4264
14.05.2016;B120BP;E580;0
15.05.2016;B120BP;E580;0
16.05.2016;B120BP;E580;4640
17.05.2016;B120BP;E580;4814
18.05.2016;B120BP;E580;4157
19.05.2016;B120BP;E580;3901
20.05.2016;B120BP;E580;0
21.05.2016;B120BP;E580;0
22.05.2016;B120BP;E580;0
23.05.2016;B120BP;E580;2492
24.05.2016;B120BP;E580;3956
25.05.2016;B120BP;E580;3414
26.05.2016;B120BP;E580;5148
27.05.2016;B120BP;E580;4532
28.05.2016;B120BP;E580;0
29.05.2016;B120BP;E580;0
30.05.2016;B120BP;E580;0
31.05.2016;B120BP;E580;4129
01.06.2016;B120BP;E580;5632
02.06.2016;B120BP;E580;3650
03.06.2016;B120BP;E580;5029
04.06.2016;B120BP;E580;0
05.06.2016;B120BP;E580;0
06.06.2016;B120BP;E580;3871
07.06.2016;B120BP;E580;3283
08.06.2016;B120BP;E580;4266
09.06.2016;B120BP;E580;4223
10.06.2016;B120BP;E580;5219
11.06.2016;B120BP;E580;0
12.06.2016;B120BP;E580;0
13.06.2016;B120BP;E580;3249
14.06.2016;B120BP;E580;4328
15.06.2016;B120BP;E580;2642
16.06.2016;B120BP;E580;5495
17.06.2016;B120BP;E580;4057
18.06.2016;B120BP;E580;0
19.06.2016;B120BP;E580;0
20.06.2016;B120BP;E580;3059
21.06.2016;B120BP;E580;3155
22.06.2016;B120BP;E580;3174
23.06.2016;B120BP;E580;3335
24.06.2016;B120BP;E580;3142
25.06.2016;B120BP;E580;0
26.06.2016;B120BP;E580;0
27.06.2016;B120BP;E580;4604
28.06.2016;B120BP;E580;3169
29.06.2016;B120BP;E580;3125
30.06.2016;B120BP;E580;3735
01.07.2016;B120BP;E580;3451
02.07.2016;B120BP;E580;0
03.07.2016;B120BP;E580;0
04.07.2016;B120BP;E580;0
05.07.2016;B120BP;E580;2456
06.07.2016;B120BP;E580;4300
07.07.2016;B120BP;E580;3731
08.07.2016;B120BP;E580;2758
09.07.2016;B120BP;E580;0
10.07.2016;B120BP;E580;0
11.07.2016;B120BP;E580;5202
12.07.2016;B120BP;E580;4502
13.07.2016;B120BP;E580;3647
14.07.2016;B120BP;E580;3845
15.07.2016;B120BP;E580;3793
16.07.2016;B120BP;E580;0
17.07.2016;B120BP;E580;0
18.07.2016;B120BP;E580;3813
19.07.2016;B120BP;E580;3276
20.07.2016;B120BP;E580;3544
21.07.2016;B120BP;E580;2865
22.07.2016;B120BP;E580;3607
23.07.2016;B120BP;E580;0
24.07.2016;B120BP;E580;0
25.07.2016;B120BP;E580;3761
26.07.2016;B120BP;E580;3803
27.07.2016;B120BP;E580;3403
28.07.2016;B120BP;E580;1790
29.07.2016;B120BP;E580;0
30.07.2016;B120BP;E580;0
31.07.2016;B120BP;E580;0
01.08.2016;B120BP;E580;3045
02.08.2016;B120BP;E580;3877
03.08.2016;B120BP;E580;4375
04.08.2016;B120BP;E580;3356
05.08.2016;B120BP;E580;4097
06.08.2016;B120BP;E580;0
07.08.2016;B120BP;E580;0
08.08.2016;B120BP;E580;2871
09.08.2016;B120BP;E580;4741
10.08.2016;B120BP;E580;2779
11.08.2016;B120BP;E580;3868
12.08.2016;B120BP;E580;4252
13.08.2016;B120BP;E580;0
14.08.2016;B120BP;E580;0
15.08.2016;B120BP;E580;3452
16.08.2016;B120BP;E580;5014
17.08.2016;B120BP;E580;3719
18.08.2016;B120BP;E580;2916
19.08.2016;B120BP;E580;2622
20.08.2016;B120BP;E580;0
21.08.2016;B120BP;E580;0
22.08.2016;B120BP;E580;3163
23.08.2016;B120BP;E580;2507
24.08.2016;B120BP;E580;2924
25.08.2016;B120BP;E580;2911
26.08.2016;B120BP;E580;3249
27.08.2016;B120BP;E580;0
28.08.2016;B120BP;E580;0
29.08.2016;B120BP;E580;3941
30.08.2016;B120BP;E580;2644
31.08.2016;B120BP;E580;4796
01.09.2016;B120BP;E580;3287
02.09.2016;B120BP;E580;4509
03.09.2016;B120BP;E580;0
04.09.2016;B120BP;E580;0
05.09.2016;B120BP;E580;0
06.09.2016;B120BP;E580;4089
07.09.2016;B120BP;E580;2730
08.09.2016;B120BP;E580;3598
09.09.2016;B120BP;E580;3529
10.09.2016;B120BP;E580;0
11.09.2016;B120BP;E580;0
12.09.2016;B120BP;E580;3533
13.09.2016;B120BP;E580;2278
14.09.2016;B120BP;E580;3094
15.09.2016;B120BP;E580;3483
16.09.2016;B120BP;E580;2308
17.09.2016;B120BP;E580;0
18.09.2016;B120BP;E580;0
19.09.2016;B120BP;E580;2656
20.09.2016;B120BP;E580;4274
21.09.2016;B120BP;E580;2467
22.09.2016;B120BP;E580;2197
23.09.2016;B120BP;E580;585
24.09.2016;B120BP;E580;0
25.09.2016;B120BP;E580;0
26.09.2016;B120BP;E580;3530
27.09.2016;B120BP;E580;2953
28.09.2016;B120BP;E580;2830
29.09.2016;B120BP;E580;4560
30.09.2016;B120BP;E580;3485
01.10.2016;B120BP;E580;0
02.10.2016;B120BP;E580;0
03.10.2016;B120BP;E580;3283
04.10.2016;B120BP;E580;2850
05.10.2016;B120BP;E580;3602
06.10.2016;B120BP;E580;2507
07.10.2016;B120BP;E580;2636
08.10.2016;B120BP;E580;0
09.10.2016;B120BP;E580;0
10.10.2016;B120BP;E580;3153
11.10.2016;B120BP;E580;5141
12.10.2016;B120BP;E580;3809
13.10.2016;B120BP;E580;3980
14.10.2016;B120BP;E580;3258
15.10.2016;B120BP;E580;0
16.10.2016;B120BP;E580;0
17.10.2016;B120BP;E580;4433
18.10.2016;B120BP;E580;3247
19.10.2016;B120BP;E580;2464
20.10.2016;B120BP;E580;977
21.10.2016;B120BP;E580;2811
22.10.2016;B120BP;E580;0
23.10.2016;B120BP;E580;0
24.10.2016;B120BP;E580;4467
25.10.2016;B120BP;E580;3336
26.10.2016;B120BP;E580;2998
27.10.2016;B120BP;E580;3924
28.10.2016;B120BP;E580;3353
29.10.2016;B120BP;E580;0
30.10.2016;B120BP;E580;0
31.10.2016;B120BP;E580;3496
01.11.2016;B120BP;E580;3509
02.11.2016;B120BP;E580;4379
03.11.2016;B120BP;E580;4337
04.11.2016;B120BP;E580;4149
05.11.2016;B120BP;E580;0
06.11.2016;B120BP;E580;0
07.11.2016;B120BP;E580;4269
08.11.2016;B120BP;E580;4378
09.11.2016;B120BP;E580;2988
10.11.2016;B120BP;E580;3359
11.11.2016;B120BP;E580;3944
12.11.2016;B120BP;E580;0
13.11.2016;B120BP;E580;0
14.11.2016;B120BP;E580;2881
15.11.2016;B120BP;E580;3333
16.11.2016;B120BP;E580;3187
17.11.2016;B120BP;E580;3903
18.11.2016;B120BP;E580;4159
19.11.2016;B120BP;E580;0
20.11.2016;B120BP;E580;0
21.11.2016;B120BP;E580;5062
22.11.2016;B120BP;E580;3636
23.11.2016;B120BP;E580;3761
24.11.2016;B120BP;E580;0
25.11.2016;B120BP;E580;0
26.11.2016;B120BP;E580;0
27.11.2016;B120BP;E580;0
28.11.2016;B120BP;E580;2622
29.11.2016;B120BP;E580;3854
30.11.2016;B120BP;E580;3636
01.12.2016;B120BP;E580;3909
02.12.2016;B120BP;E580;3293
03.12.2016;B120BP;E580;0
04.12.2016;B120BP;E580;0
05.12.2016;B120BP;E580;4799
06.12.2016;B120BP;E580;3584
07.12.2016;B120BP;E580;2343
08.12.2016;B120BP;E580;3224
09.12.2016;B120BP;E580;3861
10.12.2016;B120BP;E580;0
11.12.2016;B120BP;E580;0
12.12.2016;B120BP;E580;5110
13.12.2016;B120BP;E580;3631
14.12.2016;B120BP;E580;3150
15.12.2016;B120BP;E580;4879
16.12.2016;B120BP;E580;3537
17.12.2016;B120BP;E580;0
18.12.2016;B120BP;E580;0
19.12.2016;B120BP;E580;3356
20.12.2016;B120BP;E580;4955
21.12.2016;B120BP;E580;3142
22.12.2016;B120BP;E580;4395
23.12.2016;B120BP;E580;3374
24.12.2016;B120BP;E580;0
25.12.2016;B120BP;E580;0
26.12.2016;B120BP;E580;0
27.12.2016;B120BP;E580;3
28.12.2016;B120BP;E580;102
29.12.2016;B120BP;E580;42
30.12.2016;B120BP;E580;0
31.12.2016;B120BP;E580;0
01.01.2017;B120BP;E580;0
02.01.2017;B120BP;E580;0
03.01.2017;B120BP;E580;4115
04.01.2017;B120BP;E580;3117
05.01.2017;B120BP;E580;2928
06.01.2017;B120BP;E580;2875
07.01.2017;B120BP;E580;0
08.01.2017;B120BP;E580;0
09.01.2017;B120BP;E580;2721
10.01.2017;B120BP;E580;4499
11.01.2017;B120BP;E580;3654
12.01.2017;B120BP;E580;2944
13.01.2017;B120BP;E580;3770
14.01.2017;B120BP;E580;0
15.01.2017;B120BP;E580;0
16.01.2017;B120BP;E580;2676
17.01.2017;B120BP;E580;4153
18.01.2017;B120BP;E580;3633
19.01.2017;B120BP;E580;3224
20.01.2017;B120BP;E580;3681
21.01.2017;B120BP;E580;0
22.01.2017;B120BP;E580;0
23.01.2017;B120BP;E580;3281
24.01.2017;B120BP;E580;3574
25.01.2017;B120BP;E580;5621
26.01.2017;B120BP;E580;5165
27.01.2017;B120BP;E580;3433
28.01.2017;B120BP;E580;0
29.01.2017;B120BP;E580;0
30.01.2017;B120BP;E580;2955
31.01.2017;B120BP;E580;3641
01.02.2017;B120BP;E580;3659
02.02.2017;B120BP;E580;5096
03.02.2017;B120BP;E580;4782
04.02.2017;B120BP;E580;0
05.02.2017;B120BP;E580;0
06.02.2017;B120BP;E580;4093
07.02.2017;B120BP;E580;3114
08.02.2017;B120BP;E580;3013
09.02.2017;B120BP;E580;4347
10.02.2017;B120BP;E580;3608
11.02.2017;B120BP;E580;0
12.02.2017;B120BP;E580;0
13.02.2017;B120BP;E580;3514
14.02.2017;B120BP;E580;4097
15.02.2017;B120BP;E580;2325
16.02.2017;B120BP;E580;2622
17.02.2017;B120BP;E580;3365
18.02.2017;B120BP;E580;0
19.02.2017;B120BP;E580;0
20.02.2017;B120BP;E580;3040
21.02.2017;B120BP;E580;4765
22.02.2017;B120BP;E580;1770
23.02.2017;B120BP;E580;2704
24.02.2017;B120BP;E580;4324
25.02.2017;B120BP;E580;0
26.02.2017;B120BP;E580;0
27.02.2017;B120BP;E580;3467
28.02.2017;B120BP;E580;3203
01.03.2017;B120BP;E580;3190
02.03.2017;B120BP;E580;4189
03.03.2017;B120BP;E580;3734
04.03.2017;B120BP;E580;0
05.03.2017;B120BP;E580;0
06.03.2017;B120BP;E580;4184
07.03.2017;B120BP;E580;3359
08.03.2017;B120BP;E580;3921
09.03.2017;B120BP;E580;4596
10.03.2017;B120BP;E580;4141
11.03.2017;B120BP;E580;0
12.03.2017;B120BP;E580;0
13.03.2017;B120BP;E580;2654
14.03.2017;B120BP;E580;3860
15.03.2017;B120BP;E580;4699
16.03.2017;B120BP;E580;3512
17.03.2017;B120BP;E580;5481
18.03.2017;B120BP;E580;0
19.03.2017;B120BP;E580;0
20.03.2017;B120BP;E580;4044
21.03.2017;B120BP;E580;3593
22.03.2017;B120BP;E580;3800
23.03.2017;B120BP;E580;3766
24.03.2017;B120BP;E580;6258
25.03.2017;B120BP;E580;0
26.03.2017;B120BP;E580;0
27.03.2017;B120BP;E580;3711
28.03.2017;B120BP;E580;4400
29.03.2017;B120BP;E580;3514
30.03.2017;B120BP;E580;3973
31.03.2017;B120BP;E580;3921
01.04.2017;B120BP;E580;0
02.04.2017;B120BP;E580;0
03.04.2017;B120BP;E580;3506
04.04.2017;B120BP;E580;4278
05.04.2017;B120BP;E580;4360
06.04.2017;B120BP;E580;3227
